paper_index,authors,title
7F3D8D37,wensyan li + daniel c zilio + vishal s batra + mahadevan subramanian + calisto zuzarte + inderpal narang,Load Balancing for Multi-tiered Database Systems through Autonomic Placement of Materialized Views
80FF0A15,masashi kiyomi + hiroki arimura + takeaki uno,LCM ver. 2: Efficient Mining Algorithms for Frequent/Closed/Maximal Itemsets
NE34105,"rubner. y, guibas, l. and tomasi, c","the earth mover's distance, multi-dimensional scaling, and color based image retrieval"
NE34107,"typke. r, giannopoulos, p, veltkamp, r, wiering, f. and oostrum, r. van",using transportation distances for measuring melodic similarity
09BB1587,beverly yang + hector garciamolina,Improving Search in Peer-to-Peer Systems
NE34101,"niblack. w, barber, r, equitz, w, flickner, m, glasman, e, petkovic, d, yanker, p, faloutsos, c, taubin, g. and heights, y","querying images by content, using color, texture, and shape"
NE34103,"rubner, y",earth mover's distance source code in c
5FB8263B,philip n klein,Computing the Edit-Distance between Unrooted Ordered Trees
7DDBDD2A,alper yilmaz + mubarak shah + yun zhai,Story Segmentation in News Videos Using Visual and Text Cues
698F3509,patrick valduriez + esther pacitti,Data Management in Large-Scale P2P Systems
75E2D62D,michael katchabaw + michael bauer + hanan lutfiyya,Driving resource management with application-level quality of service specifications
7D3A4519,e n elnozahy + lorenzo alvisi + yimin wang + david b johnson,A survey of rollback-recovery protocols in message-passing systems
7DBD3BC5,william chen + hari sundaram + di zhong + horace j meng + shihfu chang,A fully automated content-based video search engine supporting spatiotemporal queries
7F94618B,sumit ganguly + minos garofalakis + rajeev rastogi,Processing set expressions over continuous update streams
7BF1DAD0,mark j machina,Choice Under Uncertainty: Problems Solved and Unsolved
NE35822,m.hadjieleftheriou,spatial index library version 0.44.2b
5E187DF0,rudolf bayer,The Universal B-Tree for Multidimensional Indexing: general Concepts
7D298C86,wicher bergsma + tamas rudas,Marginal models for categorical data
03B6E6FE,yangsae moon,Efficient stream sequence matching algorithms for handheld devices on time-series stream data
5D6DC0EC,ojvind johansson,Graph Decomposition Using Node Labels
7CF2E3BE,ishfaq ahmad + marios mantzourogiannis + dimitris papadias,Fast retrieval of similar configurations
69054BC7,mariano cilia,An Active Functionality Service for Open Distributed Heterogeneous Environments
5B95AD21,mong li lee + liang huai yang + wynne hsu,Efficient mining of XML query patterns for caching
80125530,amelie marian + jerome simeon,Projecting XML documents
79D3376E,vivek narasayya + surajit chaudhuri,Automating statistics management for query optimizers
7E2DCCED,xiaomin liu + gerardo beni,A least biased fuzzy clustering method
75A92E56,chilukuri k mohan + joseph m hellerstein + marcel kornacker,Concurrency and recovery in generalized search trees
5CB06AEE,thorsten fiebig + guido moerkotte,Algebraic XML Construction and its Optimization in Natix
5F0460D6,mohamed f mokbel + walid g aref + ming lu,Hash-merge join: a non-blocking join algorithm for producing fast and early join results
7FBD1E9A,raghav kaushik + jeffrey f naughton + philip bohannon + henry f korth,Covering indexes for branching path queries
NE34404,"s. y. chien, v. j. tsotras, and c. zaniolo",efficient management of multiversion documents by object referencing
5C86D28E,edwin m knorr + raymond t ng,Algorithms for Mining Distance-Based Outliers in Large Datasets
5F8CAC8E,surajit chaudhuri + gerhard weikum,Rethinking Database System Architecture: Towards a Self-Tuning RISC-Style Database System
NE32461,the timesten team,mid-tier caching: the timesten approach
7E86BF0A,e l lehmann,Theory of point estimation
810A7B92,natalya f noy + michael sintek + monica crubezy + mark a musen + stefan decker + ray w fergerson,Creating Semantic Web contents with Protege-2000
8066C4F3,scott w hassan + steven p ketchpel + hector garciamolina + steve b cousins + andreas paepcke + terry winograd + martin roscheisen,Using distributed objects for digital library interoperability
7D9CC37C,huma lodhi + john shawetaylor + chris watkins + craig saunders + nello cristianini,Text Classification using String Kernels.
7CEC26EC,kien a hua + ning jiang + khanh vu,Improving image retrieval effectiveness in query-by-example environment
59A67DF4,krys j kochut + maciej janik,BRAHMS: a workbench RDF store and high performance memory system for semantic association discovery
7C03F06E,karam gouda + mohammed j zaki,Fast vertical mining using diffsets
7F6769F8,michael e tipping + chris bishop,A hierarchical latent variable model for data visualization
102499A9,alden w jackson + w timothy strayer + craig partridge + d rockwell + wenyi zhou + beverly i schwartz,Smart packets for active networks
7EA3C062,azer bestavros + feifei li + ching chang + george kollios,GreedyDual-Join: Locality-Aware Buffer Management for Approximate Join Processing Over Data Streams
03E73D99,maurizio lenzerini + diego calvanese + giuseppe de giacomo,A Framework for Ontology Integration
7E1C1792,craig a knoblock + kristina lerman + steven minton,Wrapper maintenance: A machine learning approach
75C6685C,latanya sweeney,Weaving Technology and Policy Together to Maintain Confidentiality
5AD642E1,a von brandt + klauspeter karmann,Moving object recognition using an adaptive background memory
NE32057,k.-c. liu and r. suderraman,indefinite and maybe information in relational databases
81CDD777,ion muslea + kristina lerman + craig a knoblock + steven minton,Accurately and Reliably Extracting Data from the Web: A Machine Learning Approach
800CB990,douglas thain + miron livny + todd tannenbaum,Distributed computing in practice: the Condor experience
04252FE9,shawn bowers + saurabh sinha,Accessing a Medical Database using WWW-Based User Interfaces
008DFED1,chengcui zhang + shuching chen + min chen + fang lin luo + meiling shyu,DETECTION OF SOCCER GOAL SHOTS USING JOINT MULTIMEDIA FEATURES AND CLASSIFICATION RULES
62190918,jeffrey f naughton + ambuj shatdal + chander kant,Cache Conscious Algorithms for Relational Query Processing
761CEA07,shurug alkhalifa + adriane chapman + yuqing wu + andrew nierman + cong yu + divesh srivastava + jignesh m patel + stelios paparizos + h v jagadish + nuwee wiwatwattana + laks v s lakshmanan,TIMBER: a native system for querying XML
615FAB17,aidong zhang + surojit chatterjee + gholamhosein sheikholeslami,WaveCluster: A Multi-Resolution Clustering Approach for Very Large Spatial Databases
59DAE7FB,xiangmin zhou + ge yu + guoren wang + jeffrey xu yu,M + -tree: a new dynamical multidimensional index for metric spaces
7E931EC0,jean henrard + aurore francois + jeanluc hainaut + fabrice estievenart,A tool-supported method to extract data and schema from Web sites
619947F4,johannes gehrke + raghu ramakrishnan + venkatesh ganti,RainForest - A Framework for Fast Decision Tree Construction of Large Datasets
NE36194,r. agrwal and h. v. jagadish,algorithms for searching massive graphs
NE36196,"j. chomicki, p. godfrey, j. gryz, and d. liang",skyline with processing
NE36191,"j. bader, a. chaudhuri, j. rothberg, andj. chant",gaining confidence in high-throughput protein
NE36190,n/a,weblink
NE36192,s. nijssen and j. kok,a quickstart in frequent structure mining can make a difference proc of kdd
77E0FBD3,wei hong + phil buonadonna + david m gay + david e culler + k tu + stephen s o burgess + neil c turner + robert szewczyk + gilman tolle + joseph polastre + todd e dawson,A macroscope in the redwoods
5D3EF7AA,a nur zincirheywood + xiao luo,Analyzing the Temporal Sequences for Text Categorization
07CE1D3C,sharad mehrotra + zhaoqi chen + dmitri v kalashnikov,Exploiting Relationships for Domain-Independent Data Cleaning
0B55F6C2,nick cook + paul j robinson + santosh k shrivastava,"High-value B2B interactions, non-repudiation and Web services"
7BA2F6B8,siegfried handschuh + steffen staab + raphael volz,On deep annotation
5BB513DB,ali shokoufandeh + mehmet demirci + sven dickinson + lars bretzner + yakov keselman,Many-to-many feature matching using spherical coding of directed graphs
NE13241,"g. liu, h. lu, j. x. yu, w. wei, and x. xiao",afopt: an efficient implementation of pattern growth approach
NE35082,"n. abe, c. apte, b. bhattacharjee, k. goldman, j. langford, and b. zadrozny",sampling approach to resource light data mining
NE35083,"r. agrawal, d. asonov, p. baliga, l. liang, b. prost, and r. srikant",a reusable platform for building sovereign information sharing applications
NE35085,d. asonov,querying databases privately
78F54A6E,junghoo cho + hector garciamolina + lawrence page,Efficient crawling through URL ordering
6CEC226B,sudarshan s chawathe + jennifer widom + serge abiteboul,Representing and querying changes in semistructured data
79165668,jim waldo,The Jini architecture for network-centric computing
5A91F1C0,hae don chon + amr el abbadi + divyakant agrawal,FATES: Finding A Time dEpendent Shortest path
766C9FFB,alfred haar,Zur Theorie der orthogonalen Funktionensysteme
7D4FB30A,john a miller + swapna a oundhakar + kaarthik sivashanmugam + abhijit a patil + kunal verma + amit p sheth,METEOR-S WSDI: A Scalable P2P Infrastructure of Registries for Semantic Publication and Discovery of Web Services
78111D66,yehoshua sagiv + yaron kanza + werner nutt,Queries with incomplete answers over semistructured data
58F17CC8,simon haykin,Adaptive filter theory
02EAD18B,jeanjulien aucouturier + fran ois pachet,Music Similarity Measures: What's the use?
7E93F48F,harald schoning,Tamino - a DBMS designed for XML
79072EEA,jie lu + jamie callan,Content-based retrieval in hybrid peer-to-peer networks
5EA40DAC,c j date,An introduction to data base systems
80D66F37,naveen srinivasan + ora lassila + katia sycara + evren sirin + jerry r hobbs + srini narayanan + bijan parsia + sheila mcilraith + terry r payne + david martin + drew mcdermott + massimo paolucci + mark burstein,OWL-S: Semantic Markup for Web Services
7D17846D,alex pentland + matthew turk,Face recognition using eigenfaces
5EC9EBF2,yannis ioannidis,Universality of Serial Histograms
7CD307C1,veronica falcao + andy hopper + jonathan gibbons + roy want,The active badge location system
5E6D6140,timo weithoner + thorsten liebig + gunther specht,Storing and Querying Ontologies in Logic Databases
7CD89E2B,pojun tsai + chihchin liu,Content-based retrieval of MP3 music objects
7BE63DC7,dan suciu + nilesh dalvi,Efficient query evaluation on probabilistic databases
5EE2DE0E,frank neven + thomas schwentick,"XPath Containment in the Presence of Disjunction, DTDs, and Variables"
80E105C6,moustafa a hammad + adesola omotayo + ken barker,Efficient Data Harvesting for Tracing Phenomena in Sensor Networks
5D46884E,jason pascoe + david r morse + nick ryan,Issues in Developing Context-Aware Computing
NE32618,"lwv03] lim. l, wang, m, vitter, j",sash: a self-adaptive histogram set for dynamically changing workloads
NE32619,"md88] muralikrishna. m, dewitt, d",equi-depth histograms for estimating selectivity factors for multi-dimensional queries
7A241479,naveen garg + goran konjevod + r ravi,A polylogarithmic approximation algorithm for the group Steiner tree problem
78FDE982,mohammed j zaki + lizhuang zhao,TRICLUSTER: an effective algorithm for mining coherent clusters in 3D microarray data
81309B52,dan benson + michael wynblatt + arding hsu,Browsing the World Wide Web in a Non-Visual Environment
5A6A4284,robert devine,Design and Implementation of DDH: A Distributed Dynamic Hashing Algorithm
5BBC1AD8,george t duncan + stephen e feinberg,Obtaining Information while Preserving Privacy: A Markov Perturbation Method for Tabular Data
83EB5201,daniel s weld + alon halevy + zachary g ives,Adapting to Source Properties in Processing Data Integration Queries
764CD8DC,thorsten joachims + carl lagoze + selcuk aya,CITATION CLASSIFICATION AND ITS APPLICATIONS
5D1CC13A,birgit hofreiter + christian huemer,Transforming UMM Business Collaboration Models to BPEL
7ED719A7,mark + weiser,The Computer for the 21st Century.
5B27949F,alexander hinneburg + daniel a keim,Optimal Grid-Clustering: Towards Breaking the Curse of Dimensionality in High-Dimensional Clustering
